contrast_id	title	Geneid
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04529
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09173
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10536
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07936
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07568
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_20586
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11853
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01771
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04609
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12621
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03002
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09698
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08107
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13677
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13233
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03944
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02569
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06829
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01608
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00619
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07061
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02858
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12739
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11056
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00101
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12374
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11895
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_20732
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11337
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03831
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10014
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13491
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_14022
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12384
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02023
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13874
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13330
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07895
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12910
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03410
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06011
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08698
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06213
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03391
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13926
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01997
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12746
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04224
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10328
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03066
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08402
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08743
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01789
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12470
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03016
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06253
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11335
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01680
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12879
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12885
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11780
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04158
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03578
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09118
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08289
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03817
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10166
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03001
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02332
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13920
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02998
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10545
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03284
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10909
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_05232
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11839
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09826
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03610
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04517
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08978
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02987
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00517
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10806
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00020
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00392
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12050
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03719
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10324
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04850
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13311
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07221
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12796
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07834
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11943
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08093
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09345
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12987
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11252
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03370
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13636
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06465
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13847
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01734
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02748
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04348
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00144
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00256
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09825
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03233
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07741
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13573
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08861
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12613
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01140
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12771
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06541
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_20048
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03873
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_05577
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07790
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13055
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06235
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09813
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_14035
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08022
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_05246
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03139
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04377
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09211
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_05055
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_05919
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12096
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07489
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06332
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_05716
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00311
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12509
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13381
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06916
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01758
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08983
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13062
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08363
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06442
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_20787
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11166
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06548
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00479
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10653
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04630
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04767
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03218
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13247
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04777
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09473
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00880
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02357
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11863
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03297
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08206
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13862
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11286
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13100
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10143
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03647
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02180
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09025
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02182
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06452
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11317
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09302
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09311
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13249
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02917
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11785
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09470
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08295
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11377
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11125
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12350
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12073
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01239
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12838
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06656
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03878
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12401
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03117
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12146
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07599
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08002
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01192
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13435
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10013
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12722
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11571
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00062
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10773
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10960
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11818
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11161
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02587
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10414
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09682
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07552
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11806
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13755
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11996
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04431
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08269
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12196
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13198
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00876
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02983
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02924
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13974
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07230
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07904
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07824
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03606
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11350
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03024
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00038
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02654
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12957
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03579
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03604
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06399
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10671
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_20675
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06592
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08371
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03360
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08992
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_05576
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02808
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04739
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13061
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_08596
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_05950
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_07335
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_03017
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_13299
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_00376
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_08906
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_05132
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_01198
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_01057
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_13136
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_02771
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_05436
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_07382
C2_DoubleMutant_NPN_vs_DoubleMutant_PN	Эффект среды в ΔΔ: NPN vs PN	gene:FGSG_06069
